WV      	 Sigma   
7164.755	    0.358
7166.042	    0.409
7167.329	    0.433
7168.617	    0.427
7169.905	    0.396
7171.193	    0.456
7172.482	    0.416
7173.770	    0.428
7175.059	    0.441
7176.348	    0.477
7177.638	    0.469
7178.927	    0.399
7180.217	    0.412
7181.507	    0.492
7182.797	    0.527
7184.088	    0.572
7185.379	    0.613
7186.670	    0.554
7187.961	    0.458
7189.252	    0.422
7190.544	    0.498
7191.836	    0.531
7193.128	    0.496
7194.420	    0.459
7195.713	    0.434
7197.006	    0.470
7198.299	    0.526
7199.592	    0.554
7200.885	    0.533
7202.179	    0.494
7203.473	    0.399
7204.767	    0.415
7206.062	    0.394
7207.356	    0.360
7208.651	    0.373
7209.947	    0.336
7211.242	    0.318
7212.538	    0.333
7213.833	    0.334
7215.129	    0.373
7216.426	    0.343
7217.722	    0.353
7219.019	    0.400
7220.316	    0.325
7221.613	    0.353
7222.911	    0.358
7224.208	    0.358
7225.506	    0.360
7226.805	    0.285
7228.103	    0.309
7229.402	    0.366
7230.700	    0.390
7232.000	    0.495
7233.299	    0.566
7234.599	    0.553
7235.898	    0.433
7237.198	    0.272
7238.499	    0.331
7239.799	    0.447
7241.100	    0.420
7242.401	    0.373
7243.702	    0.397
7245.003	    0.447
7246.305	    0.419
7247.607	    0.380
7248.909	    0.431
7250.212	    0.509
7251.514	    0.545
7252.817	    0.489
7254.120	    0.407
7255.423	    0.357
7256.727	    0.417
7258.031	    0.458
7259.335	    0.433
7260.639	    0.409
7261.943	    0.434
7263.248	    0.484
7264.553	    0.528
7265.858	    0.424
7267.164	    0.366
7268.469	    0.434
7269.775	    0.453
7271.081	    0.465
7272.388	    0.485
7273.694	    0.331
7275.001	    0.422
7276.308	    0.483
7277.616	    0.558
7278.923	    0.453
7280.231	    0.348
7281.539	    0.295
7282.847	    0.305
7284.156	    0.279
7285.464	    0.407
7286.773	    0.446
7288.082	    0.497
7289.392	    0.496
7290.701	    0.481
7292.011	    0.494
7293.321	    0.451
7294.632	    0.404
7295.942	    0.385
7297.253	    0.369
7298.564	    0.387
7299.876	    0.400
7301.187	    0.420
7302.499	    0.424
7303.811	    0.426
7305.123	    0.352
7306.436	    0.331
7307.748	    0.391
7309.061	    0.433
7310.374	    0.388
7311.688	    0.373
7313.002	    0.366
7314.315	    0.346
7315.630	    0.463
7316.944	    0.434
7318.259	    0.445
7319.573	    0.352
7320.888	    0.343
7322.204	    0.396
7323.519	    0.365
7324.835	    0.377
7326.151	    0.322
7327.467	    0.252
7328.784	    0.295
7330.101	    0.333
WV      	 Sigma   
4176.646	    0.066
4177.397	    0.062
4178.147	    0.056
4178.898	    0.050
4179.649	    0.029
4180.400	    0.026
4181.151	    0.048
4181.902	    0.066
4182.653	    0.082
4183.405	    0.091
4184.157	    0.100
4184.908	    0.110
4185.660	    0.123
4186.412	    0.130
4187.164	    0.139
4187.917	    0.149
4188.669	    0.099
4189.422	    0.093
4190.174	    0.088
4190.927	    0.066
4191.680	    0.029
4192.433	    0.022
4193.186	    0.026
4193.940	    0.059
4194.693	    0.034
4195.447	    0.059
4196.201	    0.072
4196.955	    0.043
4197.709	    0.050
4198.463	    0.074
4199.217	    0.106
4199.972	    0.074
4200.726	    0.085
4201.481	    0.091
4202.236	    0.071
4202.991	    0.072
4203.746	    0.121
4204.501	    0.089
4205.257	    0.018
4206.012	    0.067
4206.768	    0.105
4207.524	    0.082
4208.280	    0.013
4209.036	    0.071
4209.792	    0.078
4210.548	    0.070
4211.305	    0.061
4212.061	    0.086
4212.818	    0.105
4213.575	    0.058
4214.332	    0.066
4215.089	    0.089
4215.846	    0.080
4216.604	    0.037
4217.361	    0.055
4218.119	    0.068
4218.877	    0.059
4219.635	    0.022
4220.393	    0.047
4221.151	    0.061
4221.910	    0.037
4222.668	    0.063
4223.427	    0.026
4224.186	    0.114
4224.945	    0.065
4225.704	    0.039
4226.463	    0.043
4227.222	    0.073
4227.982	    0.032
4228.741	    0.090
4229.501	    0.091
4230.261	    0.018
4231.021	    0.145
4231.781	    0.093
4232.542	    0.063
4233.302	    0.092
4234.063	    0.077
4234.823	    0.100
4235.584	    0.068
4236.345	    0.094
4237.106	    0.115
4237.868	    0.099
4238.629	    0.113
4239.390	    0.050
4240.152	    0.034
4240.914	    0.013
4241.676	    0.067
4242.438	    0.106
4243.200	    0.092
4243.963	    0.047
4244.725	    0.056
4245.488	    0.086
4246.250	    0.083
4247.013	    0.018
4247.776	    0.034
4248.540	    0.018
4249.303	    0.061
4250.066	    0.022
4250.830	    0.059
4251.594	    0.073
4252.357	    0.032
4253.121	    0.062
4253.886	    0.121
4254.650	    0.120
4255.414	    0.089
4256.179	    0.034
4256.944	    0.082
4257.708	    0.091
4258.473	    0.045
4259.238	    0.114
4260.004	    0.081
4260.769	    0.043
4261.535	    0.026
4262.300	    0.050
4263.066	    0.077
4263.832	    0.034
4264.598	    0.098
4265.364	    0.102
4266.130	    0.123
4266.897	    0.117
4267.664	    0.094
4268.430	    0.029
4269.197	    0.130
4269.964	    0.113
4270.731	    0.048
4271.499	    0.115
4272.266	    0.142
4273.034	    0.113
4273.801	    0.065
4274.569	    0.058
4275.337	    0.095
4276.105	    0.074
4276.874	    0.032
4277.642	    0.096
4278.411	    0.059
4279.179	    0.026
4279.948	    0.052
4280.717	    0.103
4281.486	    0.139
4282.255	    0.131
4283.025	    0.134
4283.794	    0.137
4284.564	    0.119
4285.334	    0.114
4286.104	    0.118
4286.874	    0.116
4287.644	    0.100
4288.414	    0.090
4289.185	    0.126
4289.955	    0.128
4290.726	    0.091
4291.497	    0.066
4292.268	    0.053
4293.039	    0.032
4293.811	    0.065
4294.582	    0.088
4295.354	    0.134
4296.125	    0.103
4296.897	    0.047
4297.669	    0.089
4298.441	    0.029
4299.214	    0.111
4299.986	    0.121
4300.759	    0.047
4301.531	    0.107
4302.304	    0.113
4303.077	    0.116
4303.850	    0.114
4304.623	    0.034
4305.397	    0.094
4306.170	    0.102
4306.944	    0.101
4307.718	    0.124
4308.492	    0.071
4309.266	    0.091
4310.040	    0.099
4310.814	    0.050
4311.589	    0.050
4312.364	    0.013
4313.138	    0.048
4313.913	    0.052
4314.688	    0.081
4315.464	    0.080
4316.239	    0.068
4317.014	    0.026
4317.790	    0.099
4318.566	    0.099
4319.342	    0.110
4320.118	    0.124
4320.894	    0.140
4321.670	    0.145
4322.447	    0.109
4323.223	    0.092
4324.000	    0.105
4324.777	    0.136
4325.554	    0.101
4326.331	    0.066
4327.108	    0.043
4327.886	    0.084
4328.663	    0.133
4329.441	    0.113
4330.219	    0.078
4330.997	    0.029
4331.775	    0.061
4332.553	    0.061
4333.332	    0.091
4334.110	    0.123
4334.889	    0.134
4335.668	    0.157
4336.447	    0.164
4337.226	    0.168
4338.005	    0.172
4338.784	    0.050
4339.564	    0.118
4340.344	    0.108
4341.123	    0.045
4341.903	    0.047
4342.683	    0.094
4343.464	    0.104
4344.244	    0.089
4345.024	    0.061
4345.805	    0.077
4346.586	    0.026
4347.367	    0.074
4348.148	    0.080
4348.929	    0.094
4349.710	    0.077
4350.492	    0.041
4351.274	    0.071
4352.055	    0.135
4352.837	    0.090
4353.619	    0.066
4354.402	    0.032
4355.184	    0.048
4355.966	    0.018
4356.749	    0.084
4357.532	    0.103
4358.315	    0.110
4359.098	    0.113
4359.881	    0.147
4360.664	    0.154
4361.448	    0.152
4362.231	    0.146
4363.015	    0.143
4363.799	    0.094
4364.583	    0.125
4365.367	    0.157
4366.151	    0.085
4366.936	    0.092
4367.720	    0.084
4368.505	    0.083
4369.290	    0.093
4370.075	    0.052
4370.860	    0.121
4371.645	    0.131
4372.431	    0.119
4373.216	    0.084
4374.002	    0.084
4374.788	    0.131
4375.574	    0.150
4376.360	    0.143
4377.146	    0.081
4377.933	    0.111
4378.719	    0.087
4379.506	    0.066
4386.593	    0.170
4387.381	    0.182
4388.169	    0.163
4388.958	    0.158
4389.746	    0.142
4390.535	    0.121
4391.324	    0.129
4392.113	    0.121
4392.902	    0.096
4393.691	    0.094
4394.480	    0.124
4395.270	    0.161
4396.059	    0.155
4396.849	    0.142
4397.639	    0.127
4398.429	    0.112
4399.220	    0.185
4400.010	    0.150
4400.801	    0.130
4401.591	    0.128
4402.382	    0.099
4403.173	    0.151
4403.964	    0.159
4404.755	    0.165
4405.547	    0.174
4406.338	    0.158
4407.130	    0.163
4407.922	    0.175
4408.714	    0.188
4409.506	    0.195
4410.298	    0.165
4411.090	    0.114
4411.883	    0.123
4412.675	    0.157
4413.468	    0.107
4414.261	    0.150
4415.054	    0.122
4415.848	    0.079
4416.641	    0.041
4417.434	    0.086
4418.228	    0.090
4419.022	    0.111
4419.816	    0.127
4420.610	    0.131
4421.404	    0.115
4422.199	    0.133
4422.993	    0.116
4423.788	    0.097
4424.583	    0.152
4425.377	    0.153
4426.173	    0.145
4426.968	    0.110
4427.763	    0.018
4434.928	    0.077
4435.725	    0.045
4436.522	    0.056
4437.319	    0.070
4438.116	    0.084
4438.913	    0.083
4439.711	    0.029
4440.509	    0.071
4441.306	    0.047
4442.104	    0.050
4442.902	    0.066
4443.701	    0.039
4444.499	    0.063
4445.298	    0.048
4446.096	    0.105
4446.895	    0.133
4447.694	    0.072
4448.493	    0.047
4449.292	    0.029
4450.092	    0.037
4450.891	    0.062
4451.691	    0.084
4452.491	    0.052
4453.291	    0.056
4454.091	    0.039
4454.891	    0.034
4455.691	    0.041
4456.492	    0.018
4457.293	    0.052
4458.093	    0.066
4458.894	    0.052
4459.695	    0.032
4460.497	    0.068
4461.298	    0.068
4462.100	    0.032
4462.901	    0.079
4463.703	    0.068
4464.505	    0.026
4465.307	    0.034
4466.109	    0.050
4466.912	    0.029
4467.714	    0.079
4468.517	    0.048
4469.320	    0.055
4470.123	    0.086
4470.926	    0.111
4471.729	    0.108
4472.533	    0.107
4473.336	    0.104
4474.140	    0.102
4474.944	    0.099
4475.748	    0.096
4476.552	    0.094
4477.356	    0.091
4478.161	    0.089
4478.965	    0.086
4479.770	    0.083
4480.575	    0.080
4481.380	    0.078
4482.185	    0.074
4482.990	    0.071
4483.796	    0.067
4484.601	    0.063
4485.407	    0.059
4486.213	    0.056
4487.019	    0.052
4487.825	    0.045
4488.631	    0.039
4489.438	    0.032
4490.244	    0.026
4491.051	    0.026
4491.858	    0.026
4492.665	    0.034
4493.472	    0.041
4494.280	    0.047
4495.087	    0.053
4495.895	    0.059
4496.702	    0.063
4497.510	    0.041
4498.318	    0.079
4499.127	    0.162
4499.935	    0.063
4500.743	    0.056
4501.552	    0.018
4502.361	    0.091
4503.170	    0.103
4503.979	    0.110
4504.788	    0.062
4505.597	    0.041
4506.407	    0.052
4507.216	    0.045
4508.026	    0.081
4508.836	    0.050
4509.646	    0.018
4510.456	    0.018
4511.267	    0.061
4512.077	    0.034
4512.888	    0.063
4513.699	    0.085
4514.510	    0.088
4515.321	    0.068
4516.132	    0.053
4516.943	    0.087
4517.755	    0.097
4518.567	    0.099
4519.379	    0.095
4520.191	    0.099
4521.003	    0.100
4521.815	    0.083
4522.627	    0.045
4523.440	    0.065
4524.253	    0.121
4525.065	    0.113
4525.878	    0.108
4526.692	    0.100
4527.505	    0.077
4528.318	    0.075
4529.132	    0.063
4529.946	    0.056
4530.759	    0.059
4531.573	    0.055
4532.388	    0.041
4533.202	    0.063
4534.016	    0.063
4534.831	    0.056
4535.646	    0.053
4536.461	    0.043
4537.276	    0.083
4538.091	    0.067
4538.906	    0.093
4539.722	    0.106
4540.537	    0.089
4541.353	    0.029
4542.169	    0.026
4542.985	    0.041
4543.801	    0.059
4544.618	    0.048
4545.434	    0.074
4546.251	    0.029
4547.068	    0.039
4547.885	    0.078
4548.702	    0.109
4549.519	    0.129
4550.336	    0.121
4551.154	    0.090
4551.972	    0.043
4552.789	    0.083
4553.607	    0.034
4554.425	    0.101
4555.244	    0.091
4556.062	    0.048
4556.881	    0.032
4557.699	    0.018
4558.518	    0.043
4559.337	    0.022
4560.156	    0.047
4560.976	    0.072
4561.795	    0.091
4562.615	    0.094
4563.435	    0.087
4564.254	    0.061
4565.074	    0.037
4565.895	    0.029
4566.715	    0.052
4567.535	    0.079
4568.356	    0.094
4569.177	    0.103
4569.998	    0.116
4570.819	    0.125
4571.640	    0.115
4572.461	    0.128
4573.283	    0.107
4574.105	    0.113
4574.926	    0.112
4575.748	    0.059
4576.570	    0.048
4577.393	    0.100
4578.215	    0.097
4579.038	    0.085
4579.860	    0.070
4580.683	    0.039
4581.506	    0.039
4582.329	    0.061
4583.153	    0.026
4583.976	    0.082
4584.800	    0.087
4585.623	    0.074
4586.447	    0.013
4587.271	    0.110
4588.095	    0.127
4588.920	    0.103
4589.744	    0.111
4590.569	    0.090
4591.394	    0.075
4592.219	    0.058
4593.044	    0.045
4593.869	    0.059
4594.694	    0.070
4595.520	    0.075
4596.345	    0.090
4597.171	    0.088
4597.997	    0.077
4598.823	    0.111
4599.649	    0.048
4600.476	    0.061
4601.302	    0.061
4602.129	    0.053
4602.956	    0.039
4603.783	    0.065
4604.610	    0.013
4605.437	    0.045
4606.265	    0.018
4607.092	    0.073
4607.920	    0.090
4608.748	    0.061
4609.576	    0.066
4610.404	    0.084
4611.232	    0.100
4612.061	    0.108
4612.890	    0.099
4613.718	    0.078
4614.547	    0.050
4615.376	    0.026
4616.206	    0.041
4617.035	    0.078
4617.864	    0.073
4618.694	    0.079
4619.524	    0.084
4620.354	    0.092
4621.184	    0.099
4622.014	    0.090
4622.845	    0.071
4623.675	    0.058
4624.506	    0.082
4625.337	    0.103
4626.168	    0.107
4626.999	    0.089
4627.830	    0.093
4628.662	    0.032
4629.493	    0.067
4630.325	    0.109
4631.157	    0.109
4631.989	    0.070
4632.821	    0.068
4633.654	    0.068
4634.486	    0.085
4635.319	    0.096
4636.152	    0.070
4636.985	    0.022
4637.818	    0.072
4638.651	    0.084
4639.484	    0.088
4640.318	    0.089
4641.152	    0.075
4641.985	    0.107
4642.819	    0.121
4643.654	    0.111
4644.488	    0.094
4645.322	    0.081
4646.157	    0.034
4646.992	    0.052
4647.827	    0.091
4648.662	    0.117
4649.497	    0.130
4650.332	    0.127
4651.168	    0.093
4652.003	    0.065
4652.839	    0.053
4653.675	    0.065
4654.511	    0.068
4655.347	    0.039
4656.184	    0.026
4657.020	    0.032
4657.857	    0.018
4658.694	    0.041
4659.531	    0.062
4660.368	    0.074
4661.205	    0.089
4662.043	    0.058
4662.881	    0.053
4663.718	    0.066
4664.556	    0.081
4665.394	    0.092
4666.232	    0.110
4667.071	    0.083
4667.909	    0.058
4668.748	    0.029
4669.587	    0.026
4670.426	    0.018
4671.265	    0.068
4672.104	    0.095
4672.944	    0.107
4673.783	    0.104
4674.623	    0.100
4675.463	    0.113
4676.303	    0.090
4677.143	    0.085
4677.983	    0.074
4678.824	    0.073
4679.664	    0.079
4680.505	    0.077
4681.346	    0.047
4682.187	    0.013
4683.028	    0.056
4683.870	    0.097
4684.711	    0.122
4685.553	    0.120
4686.395	    0.058
4687.237	    0.050
4688.079	    0.018
4688.921	    0.013
4689.764	    0.039
4690.606	    0.107
4691.449	    0.141
4692.292	    0.043
4693.135	    0.066
4693.978	    0.085
4694.821	    0.074
4695.665	    0.063
4696.508	    0.096
4697.352	    0.096
4698.196	    0.063
4699.040	    0.061
4699.885	    0.022
4700.729	    0.032
4701.574	    0.063
4702.418	    0.065
4703.263	    0.089
4704.108	    0.026
4704.953	    0.043
4705.799	    0.087
4706.644	    0.103
4707.490	    0.032
4708.335	    0.045
4709.181	    0.066
4710.027	    0.067
4710.874	    0.063
4711.720	    0.073
4712.567	    0.055
4713.413	    0.086
4714.260	    0.103
4715.107	    0.098
4715.954	    0.070
4716.802	    0.022
4717.649	    0.050
4718.497	    0.079
4719.344	    0.079
4720.192	    0.063
4721.040	    0.052
4721.888	    0.043
4722.737	    0.029
4723.585	    0.058
4724.434	    0.018
4725.283	    0.070
4726.132	    0.078
4726.981	    0.048
4727.830	    0.022
4728.680	    0.029
4729.529	    0.058
4730.379	    0.085
4731.229	    0.041
4732.079	    0.048
4732.929	    0.067
4733.779	    0.080
4734.630	    0.022
4735.480	    0.045
4736.331	    0.034
4737.182	    0.022
4738.033	    0.050
4738.885	    0.087
4739.736	    0.082
4740.588	    0.088
4741.439	    0.050
4742.291	    0.070
4743.143	    0.050
4743.995	    0.099
4744.848	    0.089
4745.700	    0.103
4746.553	    0.092
4747.406	    0.022
4748.259	    0.032
4749.112	    0.104
4749.965	    0.120
4750.818	    0.095
4751.672	    0.022
4752.526	    0.073
4753.379	    0.073
4754.233	    0.068
4755.088	    0.085
4755.942	    0.108
4756.796	    0.068
4757.651	    0.065
4758.506	    0.103
4759.361	    0.106
4760.216	    0.070
4761.071	    0.034
4761.926	    0.077
4762.782	    0.039
4763.638	    0.079
4764.494	    0.084
4765.350	    0.062
4766.206	    0.037
4767.062	    0.084
4767.919	    0.098
4768.775	    0.065
4769.632	    0.068
4770.489	    0.066
4771.346	    0.048
4772.203	    0.034
4773.061	    0.065
4773.918	    0.032
4774.776	    0.048
4775.634	    0.058
4776.492	    0.105
4777.350	    0.117
4778.208	    0.091
4779.067	    0.052
4779.925	    0.037
4780.784	    0.062
4781.643	    0.047
4782.502	    0.055
4783.361	    0.095
4784.221	    0.123
4785.080	    0.050
4785.940	    0.066
4786.800	    0.041
4787.660	    0.048
4788.520	    0.059
4789.381	    0.056
4790.241	    0.077
4791.102	    0.039
4791.962	    0.026
4792.823	    0.065
4793.684	    0.066
4794.546	    0.041
4795.407	    0.037
4796.269	    0.108
4797.130	    0.050
4797.992	    0.071
4798.854	    0.029
4799.717	    0.074
4800.579	    0.094
4801.441	    0.085
4802.304	    0.090
4803.167	    0.063
4804.030	    0.061
4804.893	    0.053
4805.756	    0.048
4806.620	    0.082
4807.483	    0.072
4808.347	    0.050
4809.211	    0.083
4810.075	    0.105
4810.939	    0.101
4811.803	    0.092
4812.668	    0.100
4813.533	    0.115
4814.397	    0.082
4815.262	    0.022
4816.128	    0.090
4816.993	    0.037
4817.858	    0.013
4818.724	    0.018
4819.590	    0.050
4820.456	    0.084
4821.322	    0.037
4822.188	    0.080
4823.054	    0.056
4823.921	    0.055
4824.787	    0.018
4825.654	    0.032
4826.521	    0.032
4827.388	    0.097
4828.256	    0.066
4829.123	    0.056
4829.991	    0.053
4830.859	    0.067
4831.727	    0.018
4832.595	    0.045
4833.463	    0.032
4834.331	    0.043
4835.200	    0.043
4836.069	    0.026
4836.937	    0.034
4837.806	    0.039
4838.676	    0.026
4839.545	    0.013
4840.415	    0.071
4841.284	    0.045
4842.154	    0.058
4843.024	    0.047
4843.894	    0.037
4844.764	    0.032
4845.635	    0.022
4846.505	    0.059
4847.376	    0.062
4848.247	    0.050
4849.118	    0.059
4849.989	    0.063
4850.861	    0.055
4851.732	    0.063
4852.604	    0.062
4853.476	    0.045
4854.348	    0.048
4855.220	    0.052
4856.092	    0.052
4856.965	    0.059
4857.837	    0.055
4858.710	    0.061
4859.583	    0.047
4860.456	    0.058
4861.329	    0.043
4862.203	    0.026
4863.076	    0.043
4863.950	    0.078
4864.824	    0.104
4865.698	    0.037
4866.572	    0.050
4867.447	    0.083
4868.321	    0.077
4869.196	    0.072
4870.071	    0.092
4870.946	    0.107
4871.821	    0.084
4872.696	    0.087
4873.571	    0.132
4874.447	    0.104
4875.323	    0.083
4876.199	    0.091
4877.075	    0.105
4877.951	    0.091
4878.827	    0.071
4879.704	    0.056
4880.581	    0.085
4881.458	    0.087
4882.335	    0.085
4883.212	    0.077
4884.089	    0.068
4884.967	    0.087
4885.844	    0.111
4886.722	    0.096
4887.600	    0.125
4888.478	    0.127
4889.356	    0.145
4890.235	    0.151
4891.114	    0.121
4891.992	    0.093
4892.871	    0.118
4893.750	    0.045
4894.630	    0.063
4895.509	    0.084
4896.388	    0.055
4897.268	    0.053
4898.148	    0.107
4899.028	    0.066
4899.908	    0.068
4900.789	    0.099
4901.669	    0.100
4902.550	    0.111
4903.431	    0.113
4904.312	    0.079
4905.193	    0.127
4906.074	    0.267
4906.955	    0.420
4907.837	    0.534
4908.719	    0.565
4909.601	    0.524
4910.483	    0.420
4911.365	    0.278
4912.247	    0.136
4913.130	    0.072
4914.013	    0.111
4914.896	    0.100
4915.779	    0.071
4916.662	    0.080
4917.545	    0.089
4918.429	    0.082
4919.312	    0.081
4920.196	    0.102
4921.080	    0.083
4921.964	    0.026
4922.849	    0.085
4923.733	    0.094
4924.618	    0.052
4925.502	    0.047
4926.387	    0.022
4927.273	    0.059
4928.158	    0.045
4929.043	    0.055
4929.929	    0.052
4930.815	    0.061
4931.700	    0.062
4932.586	    0.073
4933.473	    0.061
4934.359	    0.053
4935.246	    0.095
4936.132	    0.119
4937.019	    0.091
4937.906	    0.077
4938.793	    0.091
4939.681	    0.091
4940.568	    0.071
4941.456	    0.052
4942.344	    0.018
4943.232	    0.018
4944.120	    0.048
4945.008	    0.052
4945.896	    0.052
4946.785	    0.087
4947.674	    0.078
4948.563	    0.063
4949.452	    0.102
4950.341	    0.081
4951.230	    0.022
4952.120	    0.034
4953.010	    0.108
4953.900	    0.091
4954.790	    0.097
4955.680	    0.119
4956.570	    0.092
4957.461	    0.107
4958.351	    0.092
4959.242	    0.116
4960.133	    0.084
4961.024	    0.047
4961.916	    0.067
4962.807	    0.080
4963.699	    0.062
4964.591	    0.063
4965.483	    0.104
4966.375	    0.137
4967.267	    0.148
4968.159	    0.139
4969.052	    0.118
4969.945	    0.121
4970.838	    0.125
4971.731	    0.113
4972.624	    0.116
4973.518	    0.080
4974.411	    0.067
4975.305	    0.026
4976.199	    0.084
4977.093	    0.056
4977.987	    0.074
4978.881	    0.092
4979.776	    0.065
4980.671	    0.084
4981.565	    0.092
4982.460	    0.124
4983.356	    0.075
4984.251	    0.034
4985.146	    0.072
4986.042	    0.106
4986.938	    0.123
4987.834	    0.133
4988.730	    0.144
4989.626	    0.148
4990.523	    0.121
4991.419	    0.092
4992.316	    0.071
4993.213	    0.043
4994.110	    0.050
4995.007	    0.070
4995.905	    0.058
4996.802	    0.034
4997.700	    0.013
4998.598	    0.091
4999.496	    0.125
5000.394	    0.108
5001.293	    0.087
5002.191	    0.062
5003.090	    0.050
5003.989	    0.065
5004.888	    0.078
5005.787	    0.029
5006.687	    0.108
5007.586	    0.136
5008.486	    0.106
5009.386	    0.067
5010.286	    0.059
5011.186	    0.102
5012.086	    0.111
5012.987	    0.099
5013.887	    0.094
5014.788	    0.107
5015.689	    0.106
5016.590	    0.104
5017.492	    0.098
5018.393	    0.099
5019.295	    0.103
5020.197	    0.100
5021.098	    0.096
5022.001	    0.097
5022.903	    0.075
5023.805	    0.095
5024.708	    0.113
5025.611	    0.106
5026.514	    0.087
5027.417	    0.091
5028.320	    0.125
5029.223	    0.148
5030.127	    0.143
5031.031	    0.133
5031.935	    0.143
5032.839	    0.134
5033.743	    0.145
5034.647	    0.129
5035.552	    0.112
5036.456	    0.087
5037.361	    0.085
5038.266	    0.095
5039.172	    0.077
5040.077	    0.078
5040.982	    0.071
5041.888	    0.090
5042.794	    0.107
5043.700	    0.114
5044.606	    0.113
5045.513	    0.092
5046.419	    0.067
5047.326	    0.082
5048.233	    0.107
5049.140	    0.074
5050.047	    0.071
5050.954	    0.098
5051.861	    0.075
5052.769	    0.116
5053.677	    0.190
5054.585	    0.247
5055.493	    0.264
5056.401	    0.253
5057.310	    0.235
5058.218	    0.152
5059.127	    0.048
5060.036	    0.094
5060.945	    0.058
5061.855	    0.106
5062.764	    0.113
5063.674	    0.119
5064.583	    0.123
5065.493	    0.124
5066.403	    0.119
5067.314	    0.096
5068.224	    0.077
5069.135	    0.101
5070.045	    0.114
5070.956	    0.013
5071.867	    0.077
5072.779	    0.091
5073.690	    0.092
5074.602	    0.080
5075.513	    0.053
5076.425	    0.070
5077.337	    0.093
5078.249	    0.072
5079.162	    0.079
5080.074	    0.087
5080.987	    0.059
5081.900	    0.043
5082.813	    0.037
5083.726	    0.056
5084.640	    0.079
5085.553	    0.077
5086.467	    0.065
5087.381	    0.070
5088.295	    0.086
5089.209	    0.078
5090.123	    0.103
5091.038	    0.091
5091.952	    0.074
5092.867	    0.080
5093.782	    0.096
5094.697	    0.095
5095.613	    0.058
5096.528	    0.045
5097.444	    0.041
5098.360	    0.079
5099.276	    0.083
5100.192	    0.056
5101.108	    0.034
5102.025	    0.043
5102.941	    0.070
5103.858	    0.058
5104.775	    0.032
5105.692	    0.058
5106.610	    0.068
5107.527	    0.050
5108.445	    0.022
5109.363	    0.084
5110.281	    0.043
5111.199	    0.088
5112.117	    0.066
5113.036	    0.111
5113.954	    0.081
5114.873	    0.053
5115.792	    0.061
5116.711	    0.063
5117.630	    0.090
5118.550	    0.068
5119.469	    0.070
5120.389	    0.081
5121.309	    0.061
5122.229	    0.039
5123.150	    0.045
5124.070	    0.062
5124.991	    0.067
5125.911	    0.052
5126.832	    0.041
5127.753	    0.075
5128.675	    0.092
5129.596	    0.105
5130.518	    0.110
5131.440	    0.082
5132.362	    0.099
5133.284	    0.095
5134.206	    0.082
5135.128	    0.087
5136.051	    0.083
5136.974	    0.032
5137.897	    0.096
5138.820	    0.059
5139.743	    0.061
5140.666	    0.013
5141.590	    0.094
5142.514	    0.067
5143.438	    0.032
5144.362	    0.037
5145.286	    0.063
5146.211	    0.074
5147.135	    0.079
5148.060	    0.081
5148.985	    0.077
5149.910	    0.066
5150.835	    0.041
5151.761	    0.095
5152.686	    0.094
5153.612	    0.119
5154.538	    0.067
5155.464	    0.080
5156.390	    0.077
5157.317	    0.059
5158.243	    0.067
5159.170	    0.086
5160.097	    0.088
5161.024	    0.071
5161.951	    0.029
5162.879	    0.047
5163.806	    0.029
5164.734	    0.112
5165.662	    0.052
5166.590	    0.104
5167.518	    0.107
5168.447	    0.047
5169.375	    0.063
5170.304	    0.091
5171.233	    0.061
5172.162	    0.066
5173.091	    0.098
5174.021	    0.048
5174.950	    0.086
5175.880	    0.107
5176.810	    0.091
5177.740	    0.022
5178.670	    0.099
5179.601	    0.105
5180.531	    0.103
5181.462	    0.086
5182.393	    0.071
5183.324	    0.077
5184.255	    0.071
5185.187	    0.072
5186.118	    0.074
5187.050	    0.071
5187.982	    0.047
5188.914	    0.080
5189.846	    0.047
5190.779	    0.096
5191.712	    0.096
5192.644	    0.034
5193.577	    0.037
5194.510	    0.055
5195.444	    0.103
5196.377	    0.131
5197.311	    0.137
5198.244	    0.136
5199.178	    0.134
5200.112	    0.133
5201.047	    0.131
5201.981	    0.130
5202.916	    0.129
5203.851	    0.127
5204.786	    0.126
5205.721	    0.125
5206.656	    0.124
5207.591	    0.123
5208.527	    0.122
5209.463	    0.121
5210.399	    0.121
5211.335	    0.120
5212.271	    0.120
5213.208	    0.119
5214.144	    0.119
5215.081	    0.118
5216.018	    0.117
5216.955	    0.117
5217.892	    0.116
5218.830	    0.116
5219.768	    0.115
5220.705	    0.114
5221.643	    0.113
5222.582	    0.112
5223.520	    0.111
5224.458	    0.110
5225.397	    0.108
5226.336	    0.107
5227.275	    0.105
5228.214	    0.103
5229.153	    0.101
5230.093	    0.099
5231.032	    0.096
5231.972	    0.093
5232.912	    0.091
5233.852	    0.088
5234.793	    0.085
5235.733	    0.082
5236.674	    0.087
5237.615	    0.095
5238.556	    0.083
5239.497	    0.093
5240.438	    0.106
5241.380	    0.079
5242.322	    0.087
5243.263	    0.098
5244.205	    0.084
5245.148	    0.092
5253.635	    0.102
5254.579	    0.081
5255.523	    0.059
5256.467	    0.026
5257.412	    0.037
5258.356	    0.065
5259.301	    0.070
5260.246	    0.083
5261.191	    0.062
5262.136	    0.059
5263.082	    0.090
5264.027	    0.098
5264.973	    0.090
5265.919	    0.077
5266.865	    0.026
5267.811	    0.039
